date,time,condition,dew_point_fahrenheit,humidity_percentage,wind,wind_speed_mph,wind_gust_mph,pressure_in,precip._in,temperature_fahrenheit
1/2/2023,11:30:00,Fog,64,78,NNW,6,0,30.09,0,72
1/2/2023,12:00:00,Haze,64,73,NNW,3,0,30.09,0,73
1/2/2023,12:30:00,Haze,63,69,NNW,3,0,30.06,0,73
1/2/2023,13:00:00,Haze,63,69,NNW,7,0,30.06,0,73
1/2/2023,13:30:00,Haze,61,65,NW,9,0,30.03,0,73
1/2/2023,14:00:00,Haze,61,61,NNW,6,0,30.03,0,75
1/2/2023,14:30:00,Haze,59,57,NNW,6,0,30,0,75
1/2/2023,15:00:00,Haze,59,57,N,6,0,30,0,75
1/2/2023,15:30:00,Haze,59,57,NNW,6,0,30,0,75
1/2/2023,16:00:00,Haze,57,53,NNW,6,0,30,0,75
1/2/2023,16:30:00,Haze,57,53,N,7,0,30,0,75
1/2/2023,17:00:00,Haze,59,57,NNW,5,0,30,0,75
1/2/2023,17:30:00,Haze,57,53,W,5,0,30.03,0,75
1/2/2023,18:00:00,Haze,57,57,CALM,0,0,30.03,0,73
1/2/2023,18:30:00,Haze,57,60,CALM,0,0,30.03,0,72
1/2/2023,19:00:00,Haze,57,60,CALM,0,0,30.06,0,72
1/2/2023,19:30:00,Haze,57,60,CALM,0,0,30.06,0,72
1/2/2023,20:00:00,Haze,57,60,CALM,0,0,30.06,0,72
1/2/2023,20:30:00,Haze,57,60,CALM,0,0,30.09,0,72
1/2/2023,21:00:00,Haze,57,60,CALM,0,0,30.09,0,72
1/2/2023,21:30:00,Haze,55,64,CALM,0,0,30.09,0,68
1/2/2023,22:00:00,Haze,57,68,CALM,0,0,30.09,0,68
1/2/2023,22:30:00,Haze,57,68,CALM,0,0,30.09,0,68
1/2/2023,23:00:00,Haze,55,68,CALM,0,0,30.09,0,66
1/2/2023,23:30:00,Haze,57,73,CALM,0,0,30.09,0,66
1/3/2023,0:00:00,Haze,57,73,CALM,0,0,30.09,0,66
1/3/2023,0:30:00,Haze,57,73,CALM,0,0,30.09,0,66
1/3/2023,1:00:00,Haze,57,73,CALM,0,0,30.06,0,66
1/3/2023,1:30:00,Fog,59,78,CALM,0,0,30.06,0,66
1/3/2023,2:00:00,Fog,59,78,CALM,0,0,30.06,0,66
1/3/2023,2:30:00,Fog,57,77,CALM,0,0,30.03,0,64
1/3/2023,3:00:00,Fog,57,77,CALM,0,0,30.03,0,64
1/3/2023,3:30:00,Fog,59,83,CALM,0,0,30.03,0,64
1/3/2023,4:00:00,Fog,57,82,CALM,0,0,30.03,0,63
1/3/2023,4:30:00,Fog,57,82,CALM,0,0,30.03,0,63
1/3/2023,5:00:00,Fog,59,88,CALM,0,0,30.03,0,63
1/3/2023,5:30:00,Fog,57,88,CALM,0,0,30.03,0,61
1/3/2023,6:00:00,Fog,57,88,CALM,0,0,30.03,0,61
1/3/2023,6:30:00,Fog,57,88,CALM,0,0,30.06,0,61
1/3/2023,7:00:00,Fog,57,88,CALM,0,0,30.09,0,61
1/3/2023,7:30:00,Fog,55,82,WNW,7,0,30.09,0,61
1/3/2023,8:00:00,Fog,59,94,W,7,0,30.12,0,61
1/3/2023,8:30:00,Fog,61,94,WNW,8,0,30.12,0,63
1/3/2023,9:00:00,Fog,63,94,NW,7,0,30.12,0,64
1/3/2023,9:30:00,Fog,64,94,NW,9,0,30.15,0,66
1/3/2023,10:00:00,Fog,64,94,NNW,7,0,30.15,0,66
1/3/2023,10:30:00,Fog,64,88,NW,8,0,30.12,0,68
1/3/2023,11:00:00,Fog,68,94,WNW,6,0,30.12,0,70
1/3/2023,11:30:00,Fog,70,94,NNW,5,0,30.12,0,72
1/3/2023,12:00:00,Fog,72,94,WNW,9,0,30.09,0,73
1/3/2023,12:30:00,Fog,72,89,W,9,0,30.06,0,75
1/3/2023,13:00:00,Fog,70,83,WNW,7,0,30.06,0,75
1/3/2023,13:30:00,Fog,70,83,NNW,9,0,30.03,0,75
1/3/2023,14:00:00,Fog,68,78,W,9,0,30.03,0,75
1/3/2023,14:30:00,Fog,66,73,WNW,1,0,30,0,75
1/3/2023,15:00:00,Haze,64,69,WNW,1,0,30,0,75
1/3/2023,15:30:00,Haze,64,69,NW,9,0,30,0,75
1/3/2023,16:00:00,Haze,61,61,NW,9,0,30,0,75
1/3/2023,16:30:00,Haze,63,65,WNW,8,0,30,0,75
1/3/2023,17:00:00,Haze,63,65,WSW,6,0,30,0,75
1/3/2023,17:30:00,Haze,61,65,WSW,5,0,30,0,73
1/3/2023,18:00:00,Haze,61,65,WSW,7,0,30,0,73
1/3/2023,18:30:00,Haze,61,65,WSW,7,0,30.03,0,73
1/3/2023,19:00:00,Haze,59,64,W,9,0,30.03,0,72
1/3/2023,19:30:00,Haze,59,64,W,9,0,30.03,0,72
1/3/2023,20:00:00,Haze,59,64,W,9,0,30.06,0,72
1/3/2023,20:30:00,Haze,59,68,W,9,0,30.06,0,70
1/3/2023,21:00:00,Haze,59,68,W,9,0,30.06,0,70
1/3/2023,21:30:00,Haze,57,68,W,7,0,30.06,0,68
1/3/2023,22:00:00,Haze,57,73,W,7,0,30.06,0,66
1/3/2023,22:30:00,Haze,57,73,W,7,0,30.06,0,66
1/3/2023,23:00:00,Haze,57,73,WNW,7,0,30.06,0,66
1/3/2023,23:30:00,Haze,57,73,W,7,0,30.06,0,66
1/4/2023,0:00:00,Haze,57,73,WNW,6,0,30.06,0,66
1/4/2023,0:30:00,Fog,57,77,W,7,0,30.06,0,64
1/4/2023,1:00:00,Fog,57,77,W,6,0,30.06,0,64
1/4/2023,1:30:00,Fog,59,83,W,7,0,30.06,0,64
1/4/2023,2:00:00,Fog,59,83,W,7,0,30.06,0,64
1/4/2023,2:30:00,Fog,57,82,NW,6,0,30.03,0,63
1/4/2023,3:00:00,Fog,57,82,W,6,0,30.03,0,63
1/4/2023,3:30:00,Fog,57,82,WNW,7,0,30.03,0,63
1/4/2023,4:00:00,Fog,57,82,WNW,6,0,30.03,0,63
1/4/2023,4:30:00,Fog,61,94,W,7,0,30.03,0,63
1/4/2023,5:00:00,Fog,61,94,W,6,0,30.06,0,63
1/4/2023,5:30:00,Fog,61,94,W,6,0,30.06,0,63
1/4/2023,6:00:00,Fog,61,94,NNW,9,0,30.06,0,63
1/4/2023,6:30:00,Fog,61,94,NNW,5,0,30.06,0,63
1/4/2023,7:30:00,Fog,61,94,CALM,0,0,30.09,0,63
1/4/2023,8:00:00,Fog,61,94,CALM,0,0,30.09,0,63
1/4/2023,8:30:00,Fog,59,94,W,5,0,30.12,0,61
1/4/2023,9:00:00,Fog,59,94,WNW,6,0,30.12,0,61
1/4/2023,9:30:00,Fog,59,88,CALM,0,0,30.12,0,63
1/4/2023,10:00:00,Fog,57,82,NNW,3,0,30.12,0,63
1/4/2023,10:30:00,Fog,57,82,NW,3,0,30.12,0,63
1/4/2023,11:00:00,Fog,57,82,WNW,6,0,30.12,0,63
1/4/2023,11:30:00,Fog,57,82,NW,7,0,30.12,0,63
1/4/2023,12:00:00,Fog,57,82,NW,6,0,30.09,0,63
1/4/2023,12:30:00,Fog,59,83,WNW,7,0,30.09,0,64
1/4/2023,13:00:00,Fog,59,83,NW,6,0,30.06,0,64
1/4/2023,13:30:00,Fog,59,83,NW,9,0,30.03,0,64
1/4/2023,14:00:00,Fog,59,83,NW,7,0,30.03,0,64
1/4/2023,14:30:00,Fog,59,78,W,8,0,30.03,0,66
1/4/2023,15:00:00,Fog,59,78,WNW,9,0,30,0,66
1/4/2023,15:30:00,Fog,59,78,NNW,7,0,30,0,66
1/4/2023,16:00:00,Fog,61,83,W,1,0,30,0,66
1/4/2023,16:30:00,Fog,61,83,W,9,0,30,0,66
1/4/2023,17:00:00,Fog,61,83,W,7,0,30,0,66
1/4/2023,17:30:00,Fog,61,83,W,6,0,30,0,66
1/4/2023,18:00:00,Fog,59,83,W,6,0,30,0,64
1/4/2023,18:30:00,Fog,59,83,WNW,5,0,30,0,64
1/4/2023,19:00:00,Fog,59,83,WNW,5,0,30,0,64
1/4/2023,19:30:00,Fog,55,77,W,7,0,30.03,0,63
1/4/2023,20:00:00,Fog,57,82,W,9,0,30.03,0,63
1/4/2023,20:30:00,Fog,57,82,W,8,0,30.03,0,63
1/4/2023,21:00:00,Fog,55,82,W,8,0,30.06,0,61
1/4/2023,21:30:00,Fog,55,82,W,8,0,30.06,0,61
1/4/2023,22:00:00,Fog,55,82,W,8,0,30.06,0,61
1/4/2023,22:30:00,Fog,55,82,W,6,0,30.06,0,61
1/4/2023,23:00:00,Fog,55,82,WSW,6,0,30.06,0,61
1/4/2023,23:30:00,Fog,55,82,CALM,0,0,30.06,0,61
1/5/2023,0:00:00,Fog,55,82,CALM,0,0,30.06,0,61
1/5/2023,0:30:00,Fog,55,82,CALM,0,0,30.06,0,61
1/5/2023,1:30:00,Fog,57,88,W,5,0,30.06,0,61
1/5/2023,2:00:00,Fog,57,88,,0,0,30.06,0,61
1/5/2023,2:30:00,Fog,57,88,CALM,0,0,30.03,0,61
1/5/2023,3:00:00,Fog,57,88,CALM,0,0,30.03,0,61
1/5/2023,3:30:00,Fog,55,88,W,5,0,30.03,0,59
1/5/2023,4:00:00,Fog,55,88,CALM,0,0,30.03,0,59
1/5/2023,4:30:00,Fog,55,88,W,5,0,30.03,0,59
1/5/2023,5:00:00,Fog,54,88,W,5,0,30.03,0,57
1/5/2023,5:30:00,Fog,54,88,WNW,5,0,30.03,0,57
1/5/2023,6:00:00,Fog,54,88,NNW,6,0,30.06,0,57
1/5/2023,6:30:00,Fog,55,94,N,3,0,30.06,0,57
1/5/2023,7:00:00,Fog,57,94,NNW,5,0,30.09,0,59
1/5/2023,7:30:00,Fog,57,94,N,6,0,30.09,0,59
1/5/2023,8:00:00,Fog,57,94,NNW,7,0,30.12,0,59
1/5/2023,8:30:00,Fog,57,94,NW,7,0,30.12,0,59
1/5/2023,9:00:00,Fog,57,94,NW,6,0,30.15,0,59
1/5/2023,9:30:00,Fog,59,94,NW,7,0,30.15,0,61
1/5/2023,10:00:00,Fog,59,94,NW,6,0,30.15,0,61
1/5/2023,10:30:00,Fog,59,94,W,9,0,30.15,0,61
1/5/2023,11:00:00,Fog,61,94,NW,7,0,30.12,0,63
1/5/2023,11:30:00,Fog,61,94,NW,8,0,30.12,0,63
1/5/2023,12:00:00,Fog,61,94,NW,7,0,30.12,0,63
1/5/2023,12:30:00,Fog,61,88,WNW,6,0,30.09,0,64
1/5/2023,13:00:00,Fog,63,88,NNW,6,0,30.06,0,66
1/5/2023,13:30:00,Fog,63,83,NW,7,0,30.06,0,68
1/5/2023,14:00:00,Fog,61,78,NNW,6,0,30.03,0,68
1/5/2023,14:30:00,Haze,59,73,NNW,9,0,30.03,0,68
1/5/2023,15:00:00,Haze,59,73,NNW,8,0,30.03,0,68
1/5/2023,15:30:00,Haze,59,68,NNW,7,0,30,0,70
1/5/2023,16:00:00,Fog,61,78,NNW,5,0,30,0,68
1/5/2023,16:30:00,Fog,61,78,NNW,5,0,30,0,68
1/5/2023,17:00:00,Fog,59,78,NNW,3,0,30,0,66
1/5/2023,17:30:00,Fog,59,78,WNW,6,0,30,0,66
1/5/2023,18:00:00,Fog,59,83,WNW,5,0,30.03,0,64
1/5/2023,18:30:00,Fog,59,83,WNW,5,0,30.03,0,64
1/5/2023,19:00:00,Fog,59,83,WNW,8,0,30.03,0,64
1/5/2023,19:30:00,Fog,59,83,NW,9,0,30.06,0,64
1/5/2023,20:00:00,Fog,57,82,NW,8,0,30.06,0,63
1/5/2023,20:30:00,Fog,57,82,WNW,8,0,30.06,0,63
1/5/2023,21:00:00,Fog,57,82,W,5,0,30.06,0,63
1/5/2023,21:30:00,Fog,57,82,W,7,0,30.06,0,63
1/5/2023,22:00:00,Fog,57,82,WSW,5,0,30.06,0,63
1/5/2023,22:30:00,Fog,55,82,W,7,0,30.06,0,61
1/5/2023,23:00:00,Fog,55,82,W,5,0,30.06,0,61
1/5/2023,23:30:00,Fog,55,82,W,5,0,30.06,0,61
1/6/2023,0:00:00,Fog,55,82,W,6,0,30.06,0,61
1/6/2023,0:30:00,Fog,55,82,W,7,0,30.06,0,61
1/6/2023,1:00:00,Fog,57,88,W,6,0,30.03,0,61
1/6/2023,1:30:00,Fog,57,88,WNW,8,0,30.03,0,61
1/6/2023,2:00:00,Fog,57,88,W,7,0,30.03,0,61
1/6/2023,2:30:00,Fog,55,88,W,6,0,30.03,0,59
1/6/2023,3:00:00,Fog,55,88,W,8,0,30.03,0,59
1/6/2023,3:30:00,Fog,55,88,W,7,0,30,0,59
1/6/2023,4:00:00,Fog,55,88,W,8,0,30,0,59
1/6/2023,4:30:00,Fog,55,88,W,9,0,30,0,59
1/6/2023,5:00:00,Fog,55,88,W,8,0,30,0,59
1/6/2023,5:30:00,Fog,54,88,W,8,0,30.03,0,57
1/6/2023,6:00:00,Fog,55,94,WNW,8,0,30.03,0,57
1/6/2023,7:00:00,Fog,55,94,WNW,9,0,30.06,0,57
1/6/2023,7:30:00,Fog,57,94,,0,0,30.06,0,59
1/6/2023,8:00:00,Fog,59,94,WNW,8,0,30.06,0,61
1/6/2023,8:30:00,Fog,59,94,WNW,7,0,30.09,0,61
1/6/2023,9:00:00,Fog,59,94,NW,8,0,30.12,0,61
1/6/2023,9:30:00,Fog,59,94,WNW,9,0,30.12,0,61
1/6/2023,10:00:00,Fog,59,94,NW,8,0,30.12,0,61
1/6/2023,10:30:00,Fog,61,94,WNW,8,0,30.12,0,63
1/6/2023,11:00:00,Fog,61,94,W,6,0,30.09,0,63
1/6/2023,11:30:00,Fog,61,88,WNW,9,0,30.09,0,64
1/6/2023,12:00:00,Fog,61,88,WNW,9,0,30.06,0,64
1/6/2023,12:30:00,Fog,61,88,W,1,0,30.06,0,64
1/6/2023,13:00:00,Fog,61,88,WNW,9,0,30.03,0,64
1/6/2023,13:30:00,Fog,61,83,WNW,7,0,30.03,0,66
1/6/2023,14:00:00,Fog,61,78,WNW,7,0,30,0,68
1/6/2023,14:30:00,Haze,61,73,WNW,9,0,30,0,70
1/6/2023,15:00:00,Haze,61,73,WNW,9,0,30,0,70
1/6/2023,15:30:00,Haze,61,73,WNW,7,0,29.97,0,70
1/6/2023,16:00:00,Haze,59,73,NW,7,0,29.97,0,68
1/6/2023,16:30:00,Haze,57,68,NNW,6,0,29.97,0,68
1/6/2023,17:00:00,Haze,55,68,W,5,0,30,0,66
1/6/2023,17:30:00,Haze,55,68,W,5,0,30,0,66
1/6/2023,18:00:00,Haze,54,68,W,6,0,30,0,64
1/6/2023,18:30:00,Haze,55,73,W,6,0,30,0,64
1/6/2023,19:00:00,Haze,54,72,W,7,0,30.03,0,63
1/6/2023,19:30:00,Fog,55,77,W,6,0,30.03,0,63
1/6/2023,20:00:00,Fog,55,82,W,5,0,30.03,0,61
1/6/2023,20:30:00,Fog,55,82,CALM,0,0,30.03,0,61
1/6/2023,21:00:00,Fog,55,82,CALM,0,0,30.06,0,61
1/6/2023,21:30:00,Fog,55,82,CALM,0,0,30.06,0,61
1/6/2023,22:00:00,Fog,55,82,CALM,0,0,30.06,0,61
1/6/2023,22:30:00,Fog,55,88,CALM,0,0,30.06,0,59
1/6/2023,23:00:00,Fog,55,88,CALM,0,0,30.06,0,59
1/6/2023,23:30:00,Fog,55,88,CALM,0,0,30.06,0,59
1/7/2023,0:00:00,Fog,55,88,W,6,0,30.06,0,59
1/7/2023,0:30:00,Fog,55,88,W,6,0,30.06,0,59
1/7/2023,1:00:00,Fog,54,88,W,6,0,30.06,0,57
1/7/2023,1:30:00,Fog,54,88,W,5,0,30.03,0,57
1/7/2023,2:00:00,Fog,54,88,W,5,0,30.03,0,57
1/7/2023,2:30:00,Fog,54,88,W,5,0,30.03,0,57
1/7/2023,3:00:00,Fog,54,88,W,6,0,30,0,57
1/7/2023,3:30:00,Fog,54,88,W,3,0,30,0,57
1/7/2023,4:00:00,Fog,54,88,W,3,0,30,0,57
1/7/2023,4:30:00,Fog,54,88,NNW,3,0,30,0,57
1/7/2023,5:00:00,Fog,54,88,NNW,3,0,30,0,57
1/7/2023,5:30:00,Fog,54,94,CALM,0,0,30,0,55
1/7/2023,6:00:00,Fog,54,94,CALM,0,0,30,0,55
1/7/2023,6:30:00,Fog,54,94,CALM,0,0,30,0,55
1/7/2023,7:00:00,Fog,54,94,CALM,0,0,30.03,0,55
1/7/2023,7:30:00,Fog,54,94,CALM,0,0,30.03,0,55
1/7/2023,8:00:00,Fog,55,94,CALM,0,0,30.06,0,57
1/7/2023,8:30:00,Fog,55,94,CALM,0,0,30.06,0,57
1/7/2023,9:00:00,Fog,55,88,CALM,0,0,30.06,0,59
1/7/2023,9:30:00,Fog,57,88,CALM,0,0,30.06,0,61
1/7/2023,10:00:00,Fog,59,94,CALM,0,0,30.06,0,61
1/7/2023,10:30:00,Fog,59,88,CALM,0,0,30.06,0,63
1/7/2023,11:00:00,Fog,61,88,NNW,3,0,30.06,0,64
1/7/2023,11:30:00,Fog,61,88,NNW,5,0,30.06,0,64
1/7/2023,12:00:00,Fog,63,88,WNW,6,0,30.03,0,66
1/7/2023,12:30:00,Fog,63,88,WNW,6,0,30,0,66
1/7/2023,13:00:00,Fog,64,88,NNW,7,0,30,0,68
1/7/2023,13:30:00,Fog,64,83,WNW,7,0,29.97,0,70
1/7/2023,14:00:00,Fog,64,78,CALM,0,0,29.97,0,72
1/7/2023,14:30:00,Fog,64,78,W,5,0,29.94,0,72
1/7/2023,15:00:00,Fog,64,78,NNW,8,0,29.94,0,72
1/7/2023,15:30:00,Fog,64,78,WNW,9,0,29.94,0,72
1/7/2023,16:00:00,Fog,64,78,W,8,0,29.92,0,72
1/7/2023,16:30:00,Fog,64,78,W,7,0,29.92,0,72
1/7/2023,17:00:00,Fog,64,78,NNW,6,0,29.92,0,72
1/7/2023,17:30:00,Fog,63,78,W,9,0,29.94,0,70
1/7/2023,18:00:00,Fog,63,78,W,1,0,29.94,0,70
1/7/2023,18:30:00,Fog,63,78,W,9,0,29.97,0,70
1/7/2023,19:00:00,Fog,61,78,W,7,0,29.97,0,68
1/7/2023,19:30:00,Fog,61,78,W,7,0,29.97,0,68
1/7/2023,20:00:00,Fog,61,78,WNW,7,0,29.97,0,68
1/7/2023,20:30:00,Fog,57,77,W,5,0,29.97,0,64
1/7/2023,21:00:00,Fog,55,77,W,5,0,29.97,0,63
1/7/2023,21:30:00,Fog,54,77,CALM,0,0,29.97,0,61
1/7/2023,22:00:00,Fog,54,77,CALM,0,0,30,0,61
1/7/2023,22:30:00,Fog,52,77,CALM,0,0,30,0,59
1/7/2023,23:00:00,Fog,52,77,W,5,0,30,0,59
1/7/2023,23:30:00,Fog,54,82,W,5,0,29.97,0,59
1/8/2023,0:00:00,Fog,52,82,WSW,5,0,29.97,0,57
1/8/2023,0:30:00,Fog,54,88,CALM,0,0,29.97,0,57
1/8/2023,1:00:00,Fog,54,94,CALM,0,0,29.97,0,55
1/8/2023,1:30:00,Fog,54,94,W,6,0,29.97,0,55
1/8/2023,2:00:00,Fog,54,94,W,5,0,29.97,0,55
1/8/2023,2:30:00,Fog,54,94,W,3,0,29.97,0,55
1/8/2023,3:00:00,Fog,54,94,CALM,0,0,29.94,0,55
1/8/2023,3:30:00,Fog,54,94,CALM,0,0,29.94,0,55
1/8/2023,4:00:00,Fog,54,94,CALM,0,0,29.94,0,55
1/8/2023,4:30:00,Fog,54,94,CALM,0,0,29.94,0,55
1/8/2023,5:00:00,Fog,52,94,CALM,0,0,29.97,0,54
1/8/2023,5:30:00,Fog,52,94,CALM,0,0,29.97,0,54
1/8/2023,6:00:00,Fog,54,10,W,3,0,29.97,0,54
1/8/2023,6:30:00,Fog,54,10,W,3,0,29.97,0,54
1/8/2023,7:00:00,Fog,54,94,CALM,0,0,30,0,55
1/8/2023,7:30:00,Fog,54,94,CALM,0,0,30,0,55
1/8/2023,8:00:00,Fog,54,88,CALM,0,0,30.03,0,57
1/8/2023,8:30:00,Fog,55,88,CALM,0,0,30.03,0,59
1/8/2023,9:00:00,Fog,57,88,CALM,0,0,30.06,0,61
1/8/2023,9:30:00,Fog,57,88,CALM,0,0,30.06,0,61
1/8/2023,10:00:00,Fog,59,94,CALM,0,0,30.06,0,61
1/8/2023,10:30:00,Fog,59,94,CALM,0,0,30.06,0,61
1/8/2023,11:00:00,Fog,61,94,CALM,0,0,30.03,0,63
1/8/2023,11:30:00,Fog,61,94,CALM,0,0,30.03,0,63
1/8/2023,12:00:00,Fog,61,88,CALM,0,0,30,0,64
1/8/2023,12:30:00,Fog,63,88,CALM,0,0,30,0,66
1/8/2023,13:00:00,Fog,64,88,CALM,0,0,29.97,0,68
1/8/2023,13:30:00,Fog,64,83,ENE,3,0,29.97,0,70
1/8/2023,14:00:00,Fog,64,78,CALM,0,0,29.94,0,72
1/8/2023,14:30:00,Fog,66,78,CALM,0,0,29.94,0,73
1/8/2023,15:00:00,Fog,64,78,CALM,0,0,29.94,0,72
1/8/2023,15:30:00,Fog,63,78,CALM,0,0,29.94,0,70
1/8/2023,16:00:00,Fog,63,78,CALM,0,0,29.94,0,70
1/8/2023,16:30:00,Fog,63,78,CALM,0,0,29.94,0,70
1/8/2023,17:00:00,Fog,63,78,CALM,0,0,29.94,0,70
1/8/2023,17:30:00,Fog,61,78,CALM,0,0,29.94,0,68
1/8/2023,18:00:00,Fog,61,78,CALM,0,0,29.94,0,68
1/8/2023,18:30:00,Fog,61,78,CALM,0,0,29.94,0,68
1/8/2023,19:00:00,Fog,59,78,CALM,0,0,29.97,0,66
1/8/2023,19:30:00,Fog,57,77,CALM,0,0,29.97,0,64
1/8/2023,20:00:00,Fog,57,77,CALM,0,0,29.97,0,64
1/8/2023,20:30:00,Fog,57,77,CALM,0,0,30,0,64
1/8/2023,21:00:00,Fog,57,77,CALM,0,0,30,0,64
1/8/2023,21:30:00,Fog,57,77,CALM,0,0,30,0,64
1/8/2023,22:00:00,Fog,59,83,CALM,0,0,30,0,64
1/8/2023,22:30:00,Fog,59,83,CALM,0,0,30,0,64
1/8/2023,23:00:00,Fog,59,83,CALM,0,0,30,0,64
1/8/2023,23:30:00,Fog,59,83,CALM,0,0,30,0,64
1/9/2023,0:00:00,Fog,59,83,CALM,0,0,30,0,64
1/9/2023,0:30:00,Fog,57,82,WNW,5,0,30,0,63
1/9/2023,1:00:00,Fog,57,82,NW,5,0,30,0,63
1/9/2023,1:30:00,Fog,57,82,NNW,5,0,29.97,0,63
1/9/2023,2:00:00,Fog,57,82,W,3,0,29.97,0,63
